row ID,row m/z,row retention time,C7.mzML Peak area,C8.mzML Peak area,C9.mzML Peak area,C10.mzML Peak area,C11.mzML Peak area,C12.mzML Peak area,C13.mzML Peak area,C14.mzML Peak area,C15.mzML Peak area
2346,425.1490607,20.6116,0,0,335261.28,745869.8,631721.25,1870989.5,649689.7,2031252.4,3301457
3500,411.27412,24.945763,0,211538.44,4529337.5,2499656.5,52881.37,0,0,0,0
4167,542.3894919,26.795519,0,9666483,6.32E+07,3.10E+07,1.20E+07,0,0,0,0
3202,746.5256683,23.78665,0,3344867,5328951,369614.28,0,0,0,0,0
5440,477.3337905,31.572445,0,0,0,0,0,2065871.6,765355.3,0,0
4749,419.3133631,28.514513,0,0,0,147347.81,1082286.9,1518213,0,0,0
4941,571.4106141,29.197424,0,0,1886945.8,9388982,7170853,0,0,0,0
2982,512.8531814,22.907633,0,1473148.6,46677.426,0,0,0,0,0,0
3205,611.4363826,23.802048,0,3116214.2,8518655,1001861.44,0,0,0,0,0
4349,573.3584053,27.372236,0,0,1647670.4,3393399,1997253.8,0,0,0,0
5143,293.2473021,30.07205,0,0,0,52402.6,582211.2,1656674.8,0,0,0
2959,503.297943,22.878826,0,1113995.9,5684898,0,0,0,0,0,0
1538,639.407358,17.764982,965876.94,0,0,0,0,0,0,0,0
594,899.142383,14.531982,0,0,822968.25,872830.4,0,0,0,0,0
2150,295.2269097,19.94832,2846376.5,2.09E+07,4564911,0,0,0,0,0,0
2130,493.3533566,19.892714,1994438.8,0,0,0,0,0,0,0,0
857,236.1280727,15.738813,1.16E+08,2.66E+08,1.94E+07,390795.62,0,0,0,0,0
1752,399.0710098,18.528263,0,0,1818167.9,1166885.4,0,0,0,0,0
2430,517.3352695,20.877491,0,2980317.8,51434.414,0,0,0,0,0,0
3191,120.0809827,23.732489,0,531255.2,2806215,271578.44,0,0,0,0,0
3607,716.436435,25.23934,0,0,3265391,3306957,730520.25,0,0,0,0
975,449.2758517,16.13057,1901038,0,0,0,0,0,0,0,0
3345,561.3397095,24.385094,0,0,5645776,2073146.9,0,0,0,0,0
543,298.1075692,13.851525,2052642,808663.7,887419.56,0,0,0,0,0,0
3303,878.6401867,24.163757,0,5752492,7004360.5,827146.3,0,0,0,0,0
4177,269.2473579,26.83226,0,0,0,1899827.8,1506024.4,0,0,0,0
5473,175.1116034,31.689598,0,0,0,0,0,2407119.8,1244884.8,0,0
524,229.133593,13.755103,1205386.6,0,0,0,0,0,0,0,0
5184,879.6003157,30.230316,0,0,0,839693.1,4889895,0,0,0,0
1042,315.2531375,16.392569,7837121,104888.75,0,0,0,0,0,0,0
1556,283.1078079,17.886082,697311.4,1606419.2,0,0,0,0,0,0,0
2333,120.0810496,20.556978,354048.94,2788293.2,327397.88,0,0,0,0,0,0
2938,427.3570525,22.805529,0,0,4120818.5,1.39E+07,6824850.5,1695724,0,0,0
4700,829.4719064,28.411085,0,0,0,616388.56,1318623.6,553765.56,390134.38,977899.4,872033.1
1549,373.2738575,17.862993,2149813.8,996486.3,0,0,0,0,0,0,0
61,191.0704632,5.0473194,0,0,0,0,0,0,473652.44,0,101028.16
1411,313.2372829,17.463535,8.05E+07,3.82E+07,3804086.2,208402.42,0,0,0,0,0
5118,440.3007007,29.932629,0,0,833071.56,824890.5,0,0,0,0,0
2694,281.174875,21.948761,656944.56,686019.2,832293.9,336488.34,484484.72,808043.94,228219.98,773070.4,443212.8
912,328.1418834,15.879898,0,0,152010.27,1418163,911909.2,0,0,0,0
2377,644.457541,20.699968,1.54E+07,1.33E+07,2441757.2,0,0,0,0,0,0
5218,451.3777237,30.415676,0,0,0,0,0,1337974.9,0,0,0
3872,267.2318264,25.95427,0,0,0,6776665.5,3640732.5,0,0,0,0
4075,109.1014827,26.437523,0,0,0,851956.75,733453.94,1290707.1,0,0,0
3383,235.1329029,24.512024,0,0,621392.1,1301676,0,0,0,0,0
5059,328.3207815,29.674973,0,0,0,0,3094294.5,1.18E+07,858954.9,0,0
2821,263.0815914,22.409876,0,0,1.94E+07,3.90E+07,6212320.5,0,0,0,0
4828,476.3507787,28.765862,0,0,0,6003998,4343291.5,0,0,0,0
2732,323.2218461,22.037703,0,1127742.1,7519840,236768.66,0,0,0,0,0
1781,219.1744403,18.665869,1474036.1,4310359.5,622784.3,0,0,0,0,0,0
5469,381.3360227,31.67476,0,0,0,0,0,4191005.8,1930281.9,455447.34,0
1034,351.2145208,16.333647,1107644.9,1603743.5,0,0,0,0,0,0,0
157,277.0684681,7.115924,0,0,0,0,0,0,0,0,994116.56
3514,235.1692487,24.999968,0,0,2756553,3940343.8,482516.62,0,0,0,0
5418,572.412571,31.414576,0,0,246806.36,5948267.5,1049482.1,0,0,0,0
1728,476.3013068,18.478596,645771.1,0,0,0,0,0,0,0,0
3101,295.2267989,23.435436,0,2669147.8,5.65E+07,3.55E+07,2448632.5,0,0,0,0
283,313.1183812,9.528928,662591.3,475355,381268.1,0,0,0,0,0,0
1867,166.086434,18.934317,3005578,1005630.1,0,0,0,0,0,0,0
2673,417.7928981,21.86566,664129.8,1582019.8,0,0,0,0,0,0,0
3162,721.4704891,23.607327,0,1178175.9,3919022,0,0,0,0,0,0
3743,513.3686873,25.634197,0,2.34E+07,4.52E+07,1.31E+07,4728933,0,0,0,0
3280,541.8740688,24.110098,0,2011639.2,1308537.9,0,0,0,0,0,0
4380,654.4787629,27.51095,0,0,654435.94,5359796.5,2498866,0,0,0,0
452,144.0809479,12.622244,2239382,0,0,0,0,0,0,0,0
3094,376.284668,23.427671,0,49366.914,3354499,1032635.9,0,0,0,0,0
2624,267.2319678,21.696234,0,6095220.5,1.18E+07,473386.8,0,0,0,0,0
421,284.1030032,12.24389,5822111.5,291920.22,0,0,0,0,0,0,0
495,281.0922448,13.380292,0,666346.2,583096.6,0,0,0,0,0,0
1502,295.2267779,17.691532,9.13E+07,1.04E+08,4890202,0,0,0,0,0,0
3774,950.4533795,25.695,0,0,0,1267525.9,486922.3,0,0,0,0
4578,201.1637161,28.109856,0,0,0,0,0,870074.5,0,0,0
1113,319.2479916,16.59077,5890552.5,1546814.1,0,0,0,0,0,0,0
1738,212.0841433,18.507544,0,1893121.8,4435763.5,303698.34,0,0,0,0,0
3747,161.0960194,25.64337,0,0,1380539.8,7066746.5,1391043.9,0,0,0,0
2495,197.0810071,21.083967,0,0,1846492.6,1789579.4,363651.53,0,0,0,0
4513,952.5767391,27.869257,0,0,108530.45,2784513,3092362.8,0,0,0,0
2788,619.4027746,22.273304,0,2292856,2516902,0,0,0,0,0,0
3490,380.3158615,24.922354,0,0,3201812,1668952.2,0,0,0,0,0
1688,235.0867159,18.310333,0,395929.28,2412159.8,230729.11,0,0,0,0,0
3127,396.274341,23.504911,0,4778829,1.01E+07,929678.6,0,0,0,0,0
3651,726.5098141,25.347881,0,2526291,1674901.4,0,0,0,0,0,0
4178,351.2892313,26.831217,0,0,0,8749913,8199433,277496.4,0,0,0
352,269.1285934,10.788251,851462.06,535254.6,113789.17,0,0,0,0,0,0
4200,520.3765646,26.920593,0,7808810.5,6.61E+07,3.80E+07,1.65E+07,0,0,0,0
1151,264.1594786,16.706026,3603368,0,0,0,0,0,0,0,0
1184,190.0863498,16.78234,8.58E+07,3.98E+07,402721.6,0,0,0,0,0,0
4582,1008.738964,28.131449,0,0,3385331,6369341.5,1660297.2,0,0,0,0
3910,398.1963373,26.046722,0,0,0,1936223.9,1373789.1,0,0,0,0
701,141.1272723,15.185702,2300662.2,0,0,0,0,0,0,0,0
919,297.2423247,15.900229,4119497.2,0,0,0,0,0,0,0,0
1631,222.1125498,18.157957,3.09E+07,8819125,278489.28,0,0,0,0,0,0
3360,303.2317542,24.43054,0,0,1197432.5,4073363.2,1418840.8,0,0,0,0
4909,423.3465904,29.072144,0,0,0,0,2482963.8,2932560,0,0,0
40,334.128761,4.5857196,0,0,0,0,595661.1,0,0,0,0
536,190.0863703,13.792889,7739944.5,1601811.4,0,0,0,0,0,0,0
1527,440.1816771,17.730383,3211358.2,672900,0,0,0,0,0,0,0
3013,477.3402878,23.086006,5265708.5,2.58E+07,9358795,1040629.5,0,0,0,0,0
2368,273.2061366,20.675358,0,2545078.8,1623808.1,0,0,0,0,0,0
2636,367.2464289,21.734453,0,1251018.4,2709984.5,3612614.8,0,0,0,0,0
2972,176.0377031,22.89082,0,0,671088.5,1324217.4,4898716.5,2165439.8,0,0,0
3582,161.0960964,25.177542,0,0,3008818.2,1.15E+07,1432197.9,0,0,0,0
3183,677.4444466,23.686289,0,1209553.8,5914713.5,49932.473,0,0,0,0,0
4510,586.415297,27.857649,0,0,9069075,1.04E+07,4515769,0,0,0,0
5468,425.3774013,31.664808,0,0,0,0,0,0,453279.53,1458059.2,1482955.6
3028,776.5726499,23.15691,317572.03,1.65E+07,1.16E+07,1012955.75,0,0,0,0,0
432,318.0561695,12.317707,0,1185361.4,1454596.1,0,0,0,0,0,0
4945,580.896023,29.21283,0,0,956666,3125804.2,1116489.9,0,0,0,0
362,246.2427746,11.06945,9711419,1.74E+07,3.93E+07,3.26E+07,2.51E+07,9668092,1.99E+07,4602201.5,1.10E+07
1980,443.352087,19.41878,0,1219177.5,2482198,171879.62,0,0,0,0,0
1735,294.1702435,18.507473,752629.4,1998762.9,0,0,0,0,0,0,0
2217,267.1592118,20.200659,47280.125,8748203,926008.3,0,0,0,0,0,0
3179,295.2267921,23.685284,0,312285.9,2.32E+07,1.58E+07,736648.8,0,0,0,0
4609,820.4979159,28.155954,0,0,0,2946842.8,4081664,152998.89,0,0,0
3782,660.4703682,25.731674,0,1.07E+07,1.13E+07,1896111.5,0,0,0,0,0
4967,542.4077275,29.314304,0,0,1.24E+07,4.09E+07,1.07E+07,2678998.2,0,0,0
5200,350.3263357,30.316181,0,0,0,0,0,1640970,3150227.8,4643242.5,1159674.6
2114,337.220454,19.853455,1525350,2988677.8,0,0,0,0,0,0,0
2948,356.2795168,22.81673,0,0,4753103.5,847839.6,0,0,0,0,0
2426,328.2482857,20.883284,0,3872184.5,2566039.5,0,0,0,0,0,0
4449,425.122803,27.669544,0,0,0,0,0,761200.94,0,0,0
3973,251.2005595,26.30146,0,0,0,1194477.4,801351.2,0,0,0,0
2318,513.3222838,20.505226,917812.06,526595.1,0,0,0,0,0,0,0
3040,341.2688607,23.212305,0,0,5479282,2120200.5,0,0,0,0,0
3609,804.4885655,25.255863,0,412811.25,9208995,7697928.5,2099766.8,0,0,0,0
3056,323.2581227,23.287895,0,0,4145058.8,583740.1,0,0,0,0,0
3496,351.2529026,24.939974,0,1857489,2.06E+07,8255313,1740759.8,0,0,0,0
1959,304.2021928,19.320374,0,1336123.5,0,0,0,0,0,0,0
4100,190.0498331,26.58406,0,0,0,6712453,3911700,0,0,0,0
578,188.1072612,14.341155,850651.1,0,0,0,0,0,0,0,0
3453,773.5616922,24.791458,0,3862377.8,1.54E+07,3047035.5,0,0,0,0,0
1720,134.0963799,18.45585,0,1138528.6,0,0,0,0,0,0,0
1491,205.0860705,17.66427,1.21E+07,3.89E+07,3128581.2,0,0,0,0,0,0
1939,542.3899722,19.217001,1.61E+07,5827853.5,208447.03,0,0,0,0,0,0
2648,249.1023526,21.763832,0,0,0,2032517.1,1300879.1,0,0,0,0
3454,795.5434956,24.795357,0,3253336.8,1.11E+07,4060929.2,0,0,0,0,0
1637,290.1387522,18.162296,1381843,1455003,0,0,0,0,0,0,0
1936,525.3637103,19.205639,1520369.1,50093.52,0,0,0,0,0,0,0
3858,460.829417,25.888279,0,1145063.5,8871326,3541026.2,109539.76,0,0,0,0
562,190.0864792,14.076034,1019634.56,0,0,0,0,0,0,0,0
2294,237.1849735,20.437576,351576.47,1.90E+07,1.56E+07,0,0,0,0,0,0
4953,725.5199561,29.270788,0,0,1.61E+07,1.70E+07,7102276.5,0,0,0,0
4220,281.2472923,27.019648,0,0,0,447865.97,1450422.9,410281.72,0,0,0
5365,587.0877652,31.144125,0,0,477183.72,5189421.5,247372.28,0,0,0,0
5381,307.2630064,31.226257,0,0,0,0,0,2834274.5,99479.516,0,0
3236,475.337113,23.936825,0,2038082.4,1948868.4,0,0,0,0,0,0
1524,304.1543333,17.713148,2164822.2,2388992.8,0,0,0,0,0,0,0
2354,455.230735,20.61907,0,0,653129.5,445828.56,0,1166644.5,178729.47,1415353.2,3757536.5
1736,321.1810166,18.507473,2754643,1466800.4,0,0,0,0,0,0,0
4724,703.4881961,28.48388,0,0,3451584.8,2230484.8,262369,0,0,0,0
2832,688.4839611,22.463829,0,5022915.5,2742826.5,0,0,0,0,0,0
3460,284.1645206,24.80903,0,0,1705588.5,2.06E+07,1.04E+07,0,0,0,0
1076,368.2644951,16.498446,6758095.5,876395.6,445349.97,51963.35,549908.3,1164543.2,0,0,0
1874,203.1797619,18.974394,0,1034481.7,0,0,0,0,0,0,0
2974,194.0483362,22.890835,0,0,98595.28,478022.53,1972271.4,788237.8,0,0,0
5071,375.3254814,29.707483,0,0,0,0,109957.62,1266339.5,0,0,0
2214,341.2688901,20.16204,0,4234997.5,2320114.8,0,0,0,0,0,0
2326,309.2061464,20.548395,0,6409257,4683897,0,0,0,0,0,0
3694,788.5721911,25.450583,0,265640.7,1.03E+07,4313546,0,0,0,0,0
4563,540.8843473,28.03892,0,0,4208015,6855243,2842149.5,0,0,0,0
703,189.1021984,15.185702,1382661.9,0,0,0,0,0,0,0,0
837,148.1120463,15.703166,8622379,2.18E+07,1147928.1,0,0,0,0,0,0
4342,264.1957446,27.347721,0,0,0,2665531.8,1.50E+07,1399228,374558.3,215529.38,0
5393,514.8570389,31.28076,0,0,0,0,4042469,0,0,0,0
3568,691.459842,25.136131,0,0,7864853,5763238.5,0,0,0,0,0
255,235.2096872,9.111965,310995.3,1131217.5,3801317.8,3532512.2,1619300.8,2363443.2,578919.44,2535860.2,2748505.2
4282,476.3504776,27.193878,0,3382527,5.90E+07,5.00E+07,2.46E+07,1086722.2,0,0,0
577,343.1402538,14.316744,2016371.8,0,0,0,0,0,0,0,0
2052,313.2374917,19.592663,1338985,4642010,800200.44,0,0,0,0,0,0
3259,382.1761153,24.027765,0,0,161639.31,823567.8,0,0,0,0,0
198,446.2598404,7.953082,0,0,0,423343.56,0,0,0,0,0
4629,754.5220107,28.21481,0,0,3396014,1491818.5,0,0,0,0,0
3729,352.3055292,25.580784,0,0,616583.8,4678218,4733500,1322543.1,0,0,0
1389,419.097336,17.387798,0,0,1327110,1469445.5,0,0,0,0,0
1501,369.2038688,17.687477,5094394.5,8626788,1228387.8,0,0,0,0,0,0
1732,413.2535893,18.507473,1320975.5,222538.31,0,0,0,0,0,0,0
4127,506.3793726,26.650297,0,5926773.5,4.07E+07,2.18E+07,9766875,0,0,0,0
2317,368.1605603,20.500935,636236.2,2.84E+07,1.49E+07,50593.07,0,0,0,0,0
515,268.096939,13.599611,4767965,861016.5,560239.1,0,0,234537.67,364690.1,0,0
1981,200.1072844,19.422287,0,1211176.5,997149.5,0,0,0,0,0,0
2598,542.3899571,21.538536,5418363.5,3.76E+07,1.66E+07,437655.47,0,0,0,0,0
5008,561.3338583,29.489462,0,0,0,0,0,0,0,3659262,5247502.5
1178,609.397016,16.763554,1805823.2,0,0,0,0,0,0,0,0
4538,864.5243989,27.936045,0,0,0,3469840.8,4156489.5,0,0,0,0
2090,423.3258832,19.784002,1283432,375128.06,0,0,0,0,0,0,0
2962,487.3241907,22.874092,0,1.20E+07,3.17E+07,2582191.2,0,0,0,0,0
4751,377.2684863,28.528534,0,0,0,0,704850.75,1252989.9,0,0,0
4839,801.4424571,28.788885,0,0,0,327319.38,1602463.9,846116.6,0,0,50329.996
1925,338.1865122,19.169771,148979.66,2712312.8,599952.7,0,0,0,0,0,0
1618,239.1642649,18.116299,2359871,2246181.2,0,0,0,0,0,0,0
2628,420.1554823,21.684067,0,518400.47,1406662.9,0,0,0,0,0,0
570,384.1191343,14.195963,1417498.4,0,0,0,0,0,0,0,0
820,589.3706154,15.624166,4436162.5,879268.7,810077.5,0,0,0,0,0,0
815,348.1707033,15.622032,0,1577738.1,2228325.8,395842.2,0,0,0,0,0
305,273.1598235,9.912234,3645493,4021755.5,3645275.8,1114002.8,0,0,0,0,0
451,291.1704384,12.570649,674667.2,939959.6,510813.53,0,0,0,0,0,0
2171,427.3143258,20.032717,4813161,0,0,0,0,0,0,0,0
817,239.0848035,15.624089,1490534,0,0,0,0,0,0,0,0
2364,512.267666,20.656132,1305689,0,0,0,0,0,0,0,0
4900,593.4234854,29.054743,0,0,3196848,1.03E+07,6845311,0,0,0,0
2977,820.5986111,22.900373,678717,9858289,4592274.5,0,0,0,0,0,0
2870,476.8427089,22.578537,659289.7,3146734.8,53886.08,0,0,0,0,0,0
574,208.1699182,14.270663,0,0,1229861.6,1338734.8,428504.56,0,0,0,0
3918,848.6295725,26.059008,0,1.28E+07,3.78E+07,5.81E+07,1.82E+07,0,0,0,0
3981,280.2634721,26.316826,0,0,0,0,0,0,830121.4,485509.8,0
2727,679.4600648,22.046347,762543.75,8658670,6423511.5,0,0,0,0,0,0
3804,309.2786555,25.781752,0,0,1737675.4,1.41E+07,7890308,0,0,0,0
2652,277.2163232,21.730103,0,1176312.4,6279668.5,0,0,0,0,0,0
2649,406.2022935,21.773773,847940.2,0,0,936249.25,0,0,0,0,0
4394,579.4261842,27.543123,0,3857160.8,4.74E+07,3.88E+07,1.74E+07,0,0,0,0
4932,474.2729362,29.17921,0,0,0,0,1268764.2,2526312.5,446951.2,285490.66,221791.16
5074,393.3360675,29.725588,0,0,0,0,2981728.5,6342863,436261.4,0,0
3770,528.3738959,25.68322,0,2681876.2,7352227.5,1798215.6,49074.508,0,0,0,0
1552,155.1067077,17.880257,2712874.2,349836.3,0,0,0,0,0,0,0
3415,862.6091268,24.644953,0,6403075,1.32E+07,3005431.8,0,0,0,0,0
1238,319.2480372,16.959782,3870605,912171.75,0,0,0,0,0,0,0
227,485.3337407,8.532546,0,184980.81,743561.4,497664.28,302769.72,0,0,0,0
3685,628.384038,25.4433,0,0,2091484.5,3561840.8,1055628,0,0,0,0
3943,398.3264351,26.133595,0,0,0,4691414.5,2853993,0,0,0,0
2301,535.3358073,20.464708,594263.4,268809.4,0,0,0,0,0,0,0
2813,575.3766868,22.377274,0,2717818.2,4230472.5,0,0,0,0,0,0
1986,241.2161325,19.43489,103672.445,8800363,5979723.5,0,0,0,0,0,0
3976,544.2445527,26.312687,0,0,0,0,0,0,0,2141198.8,419271.62
1252,313.2373797,16.977074,5187136,223964.08,0,0,0,0,0,0,0
318,342.2388454,10.169909,906651.9,1350666.9,1550159.2,504462.38,0,0,0,0,0
2108,414.2851767,19.828451,1305263.1,2384460.5,213544.58,0,0,0,0,0,0
4060,528.3923249,26.496937,0,8636122,4.49E+07,2.20E+07,9440601,0,0,0,0
3779,455.3453869,25.73516,0,6751922,1.92E+07,2946002.8,1559704.5,0,0,0,0
1834,386.2903403,18.842045,929622.56,166709.14,0,0,0,0,0,0,0
624,223.1693839,14.757825,939926.44,0,0,0,0,0,0,0,0
4144,555.8895618,26.667402,0,0,6413367.5,3001172.8,157308.95,0,0,0,0
5104,654.3314138,29.878313,0,0,738366.2,534460.5,1880133.2,4002999.8,2607545.2,4966529,2635124.5
3421,543.3404504,24.656809,0,2473886.2,6321382.5,2816143,588385.9,0,0,0,0
3298,350.2688245,24.152214,0,154569.25,2740752,477160.1,0,0,0,0,0
2667,273.2577249,21.81669,0,1823295.2,3577203,0,0,0,0,0,0
2351,445.2463497,20.612831,204005.78,0,794653.2,495556.75,103832.734,1082008.2,52990.75,1171937.6,2627055.8
2480,225.2213693,21.054365,0,1720733.1,3793863.2,46891.953,0,0,0,0,0
1312,239.1642319,17.193642,1.09E+07,4254453.5,0,0,0,0,0,0,0
1843,198.1490772,18.88245,1.15E+07,5362796,0,0,0,0,0,0,0
2690,219.1744283,21.930496,0,3366777.8,1.02E+07,620872.75,0,0,409792.16,0,0
988,380.1240923,16.188074,1590208,0,0,0,0,0,0,0,0
4793,323.2943669,28.664894,0,0,0,194253.4,3467133.2,3312924.2,0,0,0
234,218.2027634,8.704831,0,0,517028.62,180535.6,0,185060.05,0,0,0
3278,474.2825733,24.102198,0,3386351.2,1986432.9,387159.28,0,0,0,0,0
3916,433.3321921,26.053377,0,8135224.5,3.76E+07,1.96E+07,9961528,0,0,0,0
4759,600.3682957,28.553133,0,0,0,95235.5,1702658,1111145,0,0,0
4888,367.3205365,29.008606,0,0,0,0,5271254,7641748,0,0,0
1575,262.1438705,17.949387,4594062,5855599,0,0,0,0,0,0,0
491,164.1072105,13.306576,1172978.2,367175.38,0,0,0,0,0,0,0
3322,663.4282582,24.321386,0,98192.93,5509713,578115.25,0,0,0,0,0
2314,223.1693849,20.496513,0,3490218.5,1066346.9,0,0,0,0,0,0
2507,237.1850192,21.171427,0,3729043.5,3123362.5,0,0,0,0,0,0
1143,230.1751468,16.671494,6283226.5,0,0,0,0,0,0,0,0
2443,354.18128,20.94094,0,1407112.8,1865982.9,0,0,0,0,0,0
657,342.1085493,14.954411,1052888.1,0,0,0,0,0,0,0,0
3825,376.2844861,25.83689,0,0,1.49E+07,7.29E+07,4.23E+07,4656442,313291.28,0,0
986,394.1649446,16.176577,4659876,0,0,0,0,0,0,0,0
1587,339.2148352,17.989195,1455935.4,1559776.5,602998.2,0,0,0,0,0,0
5166,482.420776,30.160786,0,0,0,0,0,3599896.5,0,0,0
864,328.1417252,15.755986,0,0,1511646.4,6343374.5,3756145.2,0,0,0,0
5326,449.3739865,30.959309,0,0,0,0,0,1540553.1,0,0,0
317,356.1241331,10.169127,695587.56,0,0,0,0,0,0,0,0
2908,908.6511349,22.711653,0,2652241.2,384021.75,0,0,0,0,0,0
1768,268.1332946,18.605526,312471.88,1637380.2,0,0,0,0,0,0,0
1029,211.1331172,16.333647,8435343,879698.7,0,0,0,0,0,0,0
3592,372.3107484,25.192984,0,0,7156696,1.90E+07,3386903.2,0,0,0,0
1472,305.1285763,17.60397,5655756.5,6414186,0,0,0,0,0,0,0
49,217.1046116,4.689376,449661.25,706338.44,1231469,1159570.5,1143597.2,2122141.8,438012,798220.94,745677.7
3227,161.0961304,23.91439,0,0,1419515.8,4697970,107067.84,0,0,0,0
2509,524.3220466,21.200207,0,2220682,1702429.2,0,0,0,0,0,0
599,307.107898,14.5510235,606348.56,396035.8,0,0,0,0,0,0,0
4242,337.2734072,27.080738,0,0,519787.47,1.98E+07,2.20E+07,8633893,0,0,0
5153,948.6817242,30.118372,0,0,0,7597386.5,1.46E+07,2114757.8,0,0,0
881,182.0965363,15.818893,1687030.8,3964070.2,206646.11,0,0,0,0,0,0
4497,593.4233264,27.831957,0,3202560,5.73E+07,4.59E+07,1.79E+07,0,0,0,0
3119,760.5410452,23.474586,324361.66,2.41E+07,2.01E+07,2980164,0,0,0,0,0
633,302.3055157,14.808168,734238.8,304462.03,881441.3,0,607183.56,527413.3,535965.94,288136.78,0
4772,630.4600924,28.577675,0,51415.727,3.45E+07,3.35E+07,1.46E+07,0,0,0,0
1794,645.3370742,18.69658,1723271.1,1721486.8,534045.9,0,0,0,0,0,0
3281,587.4054679,24.127407,0,2713815.5,1185318.4,0,0,0,0,0,0
4150,348.2531466,26.71363,0,0,734529.94,2356189.5,574059.1,0,0,0,0
2259,222.1489391,20.349953,0,48957.6,5725798.5,2422330.8,0,0,0,0,0
4791,394.3163061,28.654745,0,0,0,2712191,7566120.5,2298352.5,562749.8,312313.34,0
4622,527.885911,28.212692,0,0,3.01E+07,2.41E+07,1.28E+07,573689.8,0,0,0
1250,210.0949908,16.982914,1627404.9,364967.47,0,0,0,0,0,0,0
476,295.1077869,13.013273,0,0,306367.25,523129.56,0,0,0,0,0
3442,521.327381,24.758995,0,2393014.5,7296775,3791471.5,907821.75,0,0,0,0
4423,807.5419336,27.61492,0,0,1584201.5,6344337.5,3800507.5,0,0,0,0
3089,737.5017458,23.416136,0,7236688,1.30E+07,463613.06,0,0,0,0,0
4509,740.5250758,27.855093,0,2212932.2,1.63E+07,7648684.5,2178693.2,0,0,0,0
1894,325.2012573,19.061161,1008993.5,2241084.2,0,0,0,0,0,0,0
1451,211.1695385,17.522022,0,0,0,453647.84,2145566.5,0,0,0,0
2572,431.0975562,21.478024,0,0,594117.9,1373980.9,0,0,0,0,0
541,422.1711136,13.824634,666479.94,0,0,0,0,0,0,0,0
2728,674.5043325,22.025309,2.64E+07,4.42E+07,4.37E+07,4703033.5,51449.094,255656.66,0,0,0
3659,149.1325116,25.372814,0,0,2146785.8,1169478.6,0,0,0,0,0
5387,456.4046361,31.233824,0,0,0,0,685174.1,6995847,2891703,51916.96,0
2771,357.278874,22.213165,0,3195180.8,1.12E+07,3539119.5,313609.47,0,0,0,0
4795,659.4624381,28.67687,0,0,4516754.5,6515393.5,3010405.8,0,0,0,0
5227,315.2316318,30.437925,0,0,0,0,317984.62,2025224.8,262088.44,0,0
358,281.0921522,10.89836,1313218.4,690560.4,0,0,0,0,0,0,0
2271,258.2064607,20.371824,4719638.5,2.92E+07,4354961,0,0,0,0,0,0
1512,329.2069075,17.69598,1312807.4,0,0,0,0,0,0,0,0
1974,208.1333978,19.380657,0,653471,1.22E+07,6169959,685218.1,0,0,0,0
4908,384.3468459,29.078512,0,0,0,0,3274761.5,4498506,277257.34,0,0
202,178.0864237,8.015292,1.17E+07,9911300,1.28E+07,8624570,4043082.5,0,0,0,1.69E+07
2858,257.1108082,22.523403,0,0,0,3162251.8,1482005.8,0,0,0,0
1900,323.1968467,19.095959,1304756.6,1442650.4,0,0,0,0,0,0,0
2530,360.1341597,21.275,0,8534249,5520753,0,0,0,0,0,0
2894,454.8295674,22.680618,370700.22,3976219.2,402333,0,0,0,0,0,0
4293,383.3154034,27.235535,0,0,0,2958617,7631881,5007545.5,569567.8,0,0
4690,494.3526172,28.312632,0,0,6841150,1025455.5,297682.88,0,0,0,0
1373,467.0951106,17.344875,0,0,411932.5,1096213.2,0,0,0,0,0
4821,297.2787445,28.74252,0,0,0,0,921441.5,2739261.8,0,0,0
2965,456.2891158,22.883984,0,0,0,0,1539989.9,948845.56,0,0,0
4084,601.4209977,26.537558,0,1221346.2,7942154.5,2942953.5,454340.12,0,0,0,0
1080,647.3737556,16.516388,3594557.5,1718002.5,2494879.8,1902345.8,874847.5,0,0,0,0
1309,221.1537298,17.182127,3621245,738844.94,0,0,0,0,0,0,0
4214,639.4673866,26.987085,0,0,1.83E+07,4.62E+07,1.74E+07,0,0,0,0
2688,269.2112041,21.88014,0,380529.9,3444509,0,0,0,0,0,0
2994,313.2373192,22.96683,0,1111128.5,6926170.5,828510.7,0,0,0,0,0
4777,904.6556589,28.59454,0,0,5998927,2.17E+07,1.65E+07,768711.9,0,0,0
463,473.2398277,12.756038,0,0,498433.75,513372.7,52724.62,0,0,0,0
623,156.1384951,14.765991,3522478.2,423577.22,0,0,0,0,0,0,0
2643,221.1537237,21.741728,0,1447839,2396886.2,0,0,0,0,0,0
3828,224.1280935,25.836067,0,0,1372327.2,7389168,4188615.2,294466.66,0,0,0
1633,310.176216,18.156128,1376323.9,0,0,0,0,0,0,0,0
683,607.3810521,15.098547,8937923,1252669.9,2705323.8,2029145.2,458272.16,0,0,0,0
3146,309.2424185,23.554176,0,0,6360397.5,4687550.5,0,0,0,0,0
4472,762.5384396,27.756283,0,912421.7,9587586,3919357.5,51924.33,0,0,0,0
3859,920.6507456,25.882572,0,1363987,1.05E+07,4904865,798031.3,0,0,0,0
1791,607.3809851,18.697666,7.31E+07,5.37E+07,7812814.5,1026212,235662.86,0,0,0,0
2129,217.1223506,19.891727,0,2699581.8,1365882,385105.5,2902877.5,1713775.9,0,0,0
945,303.1338225,16.00388,1640309.5,0,0,0,0,0,0,0,0
